#CODE;RUSSIAN;;;;;;;;;;;;;x
d_crowvale_adj;Воронодол;;;;;;;;;;;;;x
d_crystalvale;Хрустальная Долина;;;;;;;;;;;;;x
d_crystalvale_adj;Хрустальнодол;;;;;;;;;;;;;x
d_dalaran;Даларан;;;;;;;;;;;;;x
d_dalaran_adj;Даларан;;;;;;;;;;;;;x
d_darkmist;Мглистая пещера;;;;;;;;;;;;;x
d_darkmist_adj;Мглистопещер;;;;;;;;;;;;;x
d_darkmoon_island;Остров Новолунья;;;;;;;;;;;;;x
d_darkmoon_island_adj;Новолун;;;;;;;;;;;;;x
d_darkshore;Темные берега;;;;;;;;;;;;;x
d_darkshore_adj;Темнобереж;;;;;;;;;;;;;x
d_darkspear_islands;Острова Темного Копья;;;;;;;;;;;;;x
d_darkspear_islands_adj;Темнокопей;;;;;;;;;;;;;x
d_darrowshire;Дарроушир;;;;;;;;;;;;;x
d_darrowshire_adj;Дарроуширск;;;;;;;;;;;;;x
d_dazaralor;Дазар'алор;;;;;;;;;;;;;x
d_dazaralor_adj;Дазар'алор;;;;;;;;;;;;;x
d_deadwind_pass;Перевал Мертвого ветра;;;;;;;;;;;;;x
d_deadwind_pass_adj;Мертвоветер;;;;;;;;;;;;;x
d_deep_elem;Серебряный рудник;;;;;;;;;;;;;x
d_deep_elem_adj;Элем;;;;;;;;;;;;;x
d_dhurrah;Дхуррах;;;;;;;;;;;;;x
d_dhurrah_adj;Дхуррах;;;;;;;;;;;;;x
d_dordanil;Дор'данил;;;;;;;;;;;;;x
d_dordanil_adj;Дор'данил;;;;;;;;;;;;;x
d_downs;Курганы;;;;;;;;;;;;;x
d_downs_adj;Курганск;;;;;;;;;;;;;x
d_dragonwastes;Драконьи пустоши;;;;;;;;;;;;;x
d_dragonwastes_adj;Драконопустош;;;;;;;;;;;;;x
d_drakmabwa;Драк'мабва;Drak'mabwa;Drak'mabwa;;Drak'mabwa;;;;;;;;;x
d_drakmabwa_adj;Драк'мабвск;;drak'mabwer;;;;;;;;;;;x
d_draksotra;Драк'сотра;Drak'sotra;Drak'sotra;;Drak'sotra;;;;;;;;;x
d_draksotra_adj;Драксотрск;;drak'sotrer;;;;;;;;;;;x
d_draktharon;Драк'тарон;Drak'tharon;Drak'tharon;;Drak'tharon;;;;;;;;;x
d_draktharon_adj;Драк'таронск;;drak'tharoner;;;;;;;;;;;x
d_dreadmist;Багровый Туман;Dreadmist;Dreadmist;;Dreadmist;;;;;;;;;x
d_dreadmist_adj;Багровотуманск;;dreadmister;;;;;;;;;;;x
d_drognur;Дрогнур;Drognur;Drognur;;Drognur;;;;;;;;;x
d_drognur_adj;Дрогнурск;;drognurer;;;;;;;;;;;x
d_drustwar;Друствар;Drustwar;Drustwar;;Drustwar;;;;;;;;;x
d_drustwar_adj;Друстварск;;drustwarer;;;;;;;;;;;x
d_drygulch;Сухая лощина;Drygulch;Drygulch;;Drygulch;;;;;;;;;x
d_drygulch_adj;Сухолощинск;;drygulcher;;;;;;;;;;;x
d_dryslope;Сухой склон;Dryslope;Dryslope;;Dryslope;;;;;;;;;x
d_dryslope_adj;Сухосклонск;;drysloper;;;;;;;;;;;x
d_dulzin;Дул'зин;Dul'zin;Dul'zin;;Dul'zin;;;;;;;;;x
d_dulzin_adj;Дул'зинск;;dul'ziner;;;;;;;;;;;x
d_dun_algaz;Дун Альгаз;Dun Algaz;Dun Algaz;;Dun Algaz;;;;;;;;;x
d_dun_algaz_adj;Дун Альгазск;;Dun Algazer;;;;;;;;;;;x
d_dun_modr;Дун Модр;Dun Modr;Dun Modr;;Dun Modr;;;;;;;;;x
d_dun_modr_adj;Дун Модрск;;Dun Modrer;;;;;;;;;;;x
d_dun_niffelem;Дун Ниффелем;Dun Niffelem;Dun Niffelem;;Dun Niffelem;;;;;;;;;x
d_dun_niffelem_adj;Ниффелемск;;Dun Niffelemer;;;;;;;;;;;x
d_durnholde;Дарнхольд;Durnholde;Durnholde;;Durnholde;;;;;;;;;x
d_durnholde_adj;Дарнхольдск;;durnholder;;;;;;;;;;;x
d_duskmist_shore;Сумеречный берег;Duskmist Shore;Duskmist Shore;;Duskmist Shore;;;;;;;;;x
d_duskmist_shore_adj;Сумеречноберегск;;Duskmist Shorer;;;;;;;;;;;x
d_east_dun_morogh;Восточный Дун Морог;East Dun Morogh;East Dun Morogh;;East Dun Morogh;;;;;;;;;x
d_east_dun_morogh_adj;Дун Морогск;;East Dun Morogher;;;;;;;;;;;x
d_eastern_arathi;Восточное Арати;Eastern Arathi;Eastern Arathi;;Eastern Arathi;;;;;;;;;x
d_eastern_arathi_adj;Восточноаратск;;Eastern Arather;;;;;;;;;;;x
d_eastvale;Восточная Долина;Eastvale;Eastvale;;Eastvale;;;;;;;;;x
d_eastvale_adj;Восточнодольск;;eastvaler;;;;;;;;;;;x
d_eastwind;Восточный Ветер;Eastwind;Eastwind;;Eastwind;;;;;;;;;x
d_eastwind_adj;Восточноветрск;;eastwinder;;;;;;;;;;;x
d_echo_isles;Острова Эха;Echo Isles;Echo Isles;;Echo Isles;;;;;;;;;x
d_echo_isles_adj;Эхоостровск;;Echo Isleser;;;;;;;;;;;x
d_edj;Эдж;Edj;Edj;;Edj;;;;;;;;;x
d_edj_adj;Эджск;;edjer;;;;;;;;;;;x
d_eldarath;Эльдарат;Eldarath;Eldarath;;Eldarath;;;;;;;;;x
d_eldarath_adj;Эльдаратск;;eldarather;;;;;;;;;;;x
d_eldrethalas;Эльдре'талас;Eldre'thalas;Eldre'thalas;;Eldre'thalas;;;;;;;;;x
d_eldrethalas_adj;Эльдре'таласск;;eldre'thalaser;;;;;;;;;;;x
d_elwynn;Элвинн;Elwynn;Elwynn;;Elwynn;;;;;;;;;x
d_elwynn_adj;Элвиннск;;elwynner;;;;;;;;;;;x
d_far_highlands;Дальние нагорья;Far Highlands;Far Highlands;;Far Highlands;;;;;;;;;x
d_far_highlands_adj;Дальненагорск;;Far Highlandser;;;;;;;;;;;x
d_freehold;Вольная гавань;Freehold;Freehold;;Freehold;;;;;;;;;x
d_freehold_adj;Вольногаваньск;;freeholder;;;;;;;;;;;x
d_frenzyheart;Бешеное Сердце;Frenzyheart;Frenzyheart;;Frenzyheart;;;;;;;;;x
d_frenzyheart_adj;Бешеносердск;;frenzyhearter;;;;;;;;;;;x
d_frostfire;Ледяной огонь;Frostfire;Frostfire;;Frostfire;;;;;;;;;x
d_frostfire_adj;Огнеледск;;frostfirer;;;;;;;;;;;x
d_frosthold;Ледяная крепость;Frosthold;Frosthold;;Frosthold;;;;;;;;;x
d_frosthold_adj;Ледянокрепск;;frostholder;;;;;;;;;;;x
d_frostsaber;Ледопард;Frostsaber;Frostsaber;;Frostsaber;;;;;;;;;x
d_frostsaber_adj;Ледопардск;;frostsaberer;;;;;;;;;;;x
d_giants_run;Тропа великанов;Giants Run;Giants Run;;Giants Run;;;;;;;;;x
d_giants_run_adj;Великотропск;;Giants Runer;;;;;;;;;;;x
d_gilneas;Гилнеас;Gilneas;Gilneas;;Gilneas;;;;;;;;;x
d_gilneas_adj;Гилнеасск;;gilneaser;;;;;;;;;;;x
d_gjalerbron;Гьялерброн;Gjalerbron;;Gjalerbron;;;;;;;;;x
d_gjalerbron_adj;Гьялербронск;;gjalerbroner;;;;;;;;;;;x
d_glaive_isle;Остров глефы;Glaive Isle;Glaive Isle;;Glaive Isle;;;;;;;;;x
d_glaive_isle_adj;Глефоостровск;;Glaive Isler;;;;;;;;;;;x
d_gnomeregan;Гномреган;Gnomeregan;Gnomeregan;;Gnomeregan;;;;;;;;;x
d_gnomeregan_adj;Гномреганск;;gnomereganer;;;;;;;;;;;x
d_golden_strand;Золотистое взморье;Golden Strand;Golden Strand;;Golden Strand;;;;;;;;;x
d_golden_strand_adj;Золотовзморск;;Golden Strander;;;;;;;;;;;x
d_greatwood;Великий лес;Greatwood;Greatwood;;Greatwood;;;;;;;;;x
d_greatwood_adj;Грейтвудск;;greatwooder;;;;;;;;;;;x
d_greenrush;Зеленая лихорадка;Greenrush;Greenrush;;Greenrush;;;;;;;;;x
d_greenrush_adj;Зеленолихорадск;;greenrusher;;;;;;;;;;;x
d_grim_batol;Грим Батол;Grim Batol;Grim Batol;;Grim Batol;;;;;;;;;x
d_grim_batol_adj;Грим Батолск;;Grim Batoler;;;;;;;;;;;x
d_grizzlemaw;Седая пасть;Grizzlemaw;Grizzlemaw;;Grizzlemaw;;;;;;;;;x
d_grizzlemaw_adj;Седопастск;;grizzlemawer;;;;;;;;;;;x
d_gundrak;Гундрак;Gundrak;Gundrak;;Gundrak;;;;;;;;;x
d_gundrak_adj;Гундракск;;gundraker;;;;;;;;;;;x
d_haldarr;Халдарр;Haldarr;Haldarr;;Haldarr;;;;;;;;;x
d_haldarr_adj;Халдаррск;;haldarrer;;;;;;;;;;;x
d_halgrind;Халгринд;Halgrind;Halgrind;;Halgrind;;;;;;;;;x
d_halgrind_adj;Халгриндск;;halgrinder;;;;;;;;;;;x
d_hearthglen;Дольный Очаг;Hearthglen;Hearthglen;;Hearthglen;;;;;;;;;x
d_hearthglen_adj;Хартгленск;;hearthglener;;;;;;;;;;;x
d_hebdrakkar;Хеб'драккар;Heb'drakkar;Heb'drakkar;;Heb'drakkar;;;;;;;;;x
d_hebdrakkar_adj;Хеб'драккарск;;heb'drakkarer;;;;;;;;;;;x
d_high_northeron;Высокий Нортерон;High Northeron;High Northeron;;High Northeron;;;;;;;;;x
d_high_northeron_adj;Нортеронск;;High Northeroner;;;;;;;;;;;x
d_hiji;Хиджи;Hiji;Hiji;;Hiji;;;;;;;;;x
d_hiji_adj;Хиджск;;hijer;;;;;;;;;;;x
d_hildor;Хил'дор;Hil'dor;Hil'dor;;Hil'dor;;;;;;;;;x
d_hildor_adj;Хил'дорск;;hil'dorer;;;;;;;;;;;x
d_hillsbrad;Хилсбрад;Hillsbrad;Hillsbrad;;Hillsbrad;;;;;;;;;x
d_hillsbrad_adj;Хилсбрадск;;hillsbrader;;;;;;;;;;;x
d_holmslatr;Хольмслатр;Holmslatr;Holmslatr;;Holmslatr;;;;;;;;;x
d_holmslatr_adj;Хольмслатрск;;holmslatrer;;;;;;;;;;;x
d_hotfield;Хотфилд;Hotfield;Hotfield;;Hotfield;;;;;;;;;x
d_hotfield_adj;Хотфилдск;;hotfielder;;;;;;;;;;;x
d_icecrown;Ледяная Корона;Icecrown;Icecrown;;Icecrown;;;;;;;;;x
d_icecrown_adj;Льдянокоронск;;icecrowner;;;;;;;;;;;x
d_indule;Инду'ле;Indu'le;Indu'le;;Indu'le;;;;;;;;;x
d_indule_adj;Инду'лейск;;indu'ler;;;;;;;;;;;x
d_irontree;Железнолесье;Irontree;Irontree;;Irontree;;;;;;;;;x
d_irontree_adj;Железнолесск;;irontrer;;;;;;;;;;;x
d_isildien;Исильдиен;Isildien;Isildien;;Isildien;;;;;;;;;x
d_isildien_adj;Исильдиенск;;isildiener;;;;;;;;;;;x
d_isle_of_conquest;Остров Завоеваний;Isle of Conquest;Isle of Conquest;;Isle of Conquest;;;;;;;;;x
d_isle_of_conquest_adj;Островзавоеванск;;Isle of Conquester;;;;;;;;;;;x
d_isle_of_giants;Остров Великанов;Isle of Giants;Isle of Giants;;Isle of Giants;;;;;;;;;x
d_isle_of_giants_adj;Островвеликанск;;Isle of Giantser;;;;;;;;;;;x
d_jaedenar;Джеденар;Jaedenar;Jaedenar;;Jaedenar;;;;;;;;;x
d_jaedenar_adj;Джеденарск;;jaedenarer;;;;;;;;;;;x
d_jagtar;Джаг'Тар;Jag'tar;Jag'tar;;Jag'tar;;;;;;;;;x
d_jagtar_adj;Джаг'тарск;;jag'tarer;;;;;;;;;;;x
d_jahaqua;Джахакуа;Jahaqua;Jahaqua;;Jahaqua;;;;;;;;;x
d_jahaqua_adj;Джахакск;;jahaqer;;;;;;;;;;;x
d_jinkalak;Джин'Калак;Jin'kalak;Jin'kalak;;Jin'kalak;;;;;;;;;x
d_jinkalak_adj;Джин'калакск;;jin'kalaker;;;;;;;;;;;x
d_jinthaalor;Джинта'Алор;Jintha'alor;Jintha'alor;;Jintha'alor;;;;;;;;;x
d_jinthaalor_adj;Джинта'алорск;;jintha'alorer;;;;;;;;;;;x
d_jinthakalar;Джинта'Калар;Jintha'kalar;Jintha'kalar;;Jintha'kalar;;;;;;;;;x
d_jinthakalar_adj;Джинта'каларск;;jintha'kalarer;;;;;;;;;;;x
d_jotunheim;Йотунхейм;Jotunheim;Jotunheim;;Jotunheim;;;;;;;;;x
d_jotunheim_adj;Йотунхеймск;;jotunheimer;;;;;;;;;;;x
d_jozaes;Джозаез;Jozaes;Jozaes;;Jozaes;;;;;;;;;x
d_jozaes_adj;Джозаезск;;jozaeser;;;;;;;;;;;x
d_junkwatt;Хламватт;Junkwatt;Junkwatt;;Junkwatt;;;;;;;;;x
d_junkwatt_adj;Хламваттск;;junkwatter;;;;;;;;;;;x
d_kaldoran;Калдоран;Kaldoran;Kaldoran;;Kaldoran;;;;;;;;;x
d_kaldoran_adj;Калдоранск;;kaldoraner;;;;;;;;;;;x
d_kalidar;Калидар;Kalidar;Kalidar;;Kalidar;;;;;;;;;x
d_kalidar_adj;Калидарск;;kalidarer;;;;;;;;;;;x
d_keel_harbor;Килевая Гавань;Keel Harbor;Keel Harbor;;Keel Harbor;;;;;;;;;x
d_keel_harbor_adj;Килегаванск;;Keel Harborer;;;;;;;;;;;x
d_kharanos;Каранос;Kharanos;Kharanos;;Kharanos;;;;;;;;;x
d_kharanos_adj;Каранос;;kharanoser;;;;;;;;;;;x
d_khartut;Хартут;Khartut;Khartut;;Khartut;;;;;;;;;x
d_khartut_adj;Хартут;;khartuter;;;;;;;;;;;x
d_khintaset;Кинтасет;Khintaset;Khintaset;;Khintaset;;;;;;;;;x
d_khintaset_adj;Кинтасет;;khintaseter;;;;;;;;;;;x
d_krensen;Крен'сен;Kren'sen;Kren'sen;;Kren'sen;;;;;;;;;x
d_krensen_adj;Кренсен;;kren'sener;;;;;;;;;;;x
d_lardonir;Лар'донир;Lar'donir;Lar'donir;;Lar'donir;;;;;;;;;x
d_lardonir_adj;Лар'донир;;lar'donirer;;;;;;;;;;;x
d_legash;Легаши;Legash;Legash;;Legash;;;;;;;;;x
d_legash_adj;Легаши;;legasher;;;;;;;;;;;x
d_lethlor;Летлор;Lethlor;Lethlor;;Lethlor;;;;;;;;;x
d_lethlor_adj;Летлор;;lethlorer;;;;;;;;;;;x
d_lifewarden;Хранитель жизни;Lifewarden;Lifewarden;;Lifewarden;;;;;;;;;x
d_lifewarden_adj;Хранитель;;lifewardener;;;;;;;;;;;x
d_living_wood;Живой Лес;Living Wood;Living Wood;;Living Wood;;;;;;;;;x
d_living_wood_adj;Живолес;;Living Wooder;;;;;;;;;;;x
d_loch_modan;Лок Модан;Loch Modan;Loch Modan;;Loch Modan;;;;;;;;;x
d_loch_modan_adj;Лок Модан;;Loch Modaner;;;;;;;;;;;x
d_lohdi;Ло'ди;Loh'di;Loh'di;;Loh'di;;;;;;;;;x
d_lohdi_adj;Ло'ди;;loh'der;;;;;;;;;;;x
d_lordaeron;Лордерон;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
d_lordaeron_adj;Лордеронск;;lordaeroner;;;;;;;;;;;x
d_lordamere;Лордамер;Lordamere;Lordamere;;Lordamere;;;;;;;;;x
d_lordamere_adj;Лордамер;;lordamerer;;;;;;;;;;;x
d_lordanel;Лор'данел;Lor'danel;Lor'danel;;Lor'danel;;;;;;;;;x
d_lordanel_adj;Лод'данел;;lor'daneler;;;;;;;;;;;x
d_loretharan;Лорет'аран;Loreth'aran;Loreth'aran;;Loreth'aran;;;;;;;;;x
d_loretharan_adj;Лорет'аран;;loreth'araner;;;;;;;;;;;x
d_lost_isles;Затерянные острова;Lost Isles;Lost Isles;;Lost Isles;;;;;;;;;x
d_lost_isles_adj;Затерянноостров;;Lost Isleser;;;;;;;;;;;x
d_low_northeron;Нижний Нортерон;Low Northeron;Low Northeron;;Low Northeron;;;;;;;;;x
d_low_northeron_adj;Нижненортерон;;Low Northeroner;;;;;;;;;;;x
d_ludei;Лу'дей;Lu'dei;Lu'dei;;Lu'dei;;;;;;;;;x
d_ludei_adj;Лу'дий;;lu'der;;;;;;;;;;;x
d_magmoth;Магмот;Magmoth;Magmoth;;Magmoth;;;;;;;;;x
d_magmoth_adj;Магмот;;magmother;;;;;;;;;;;x
d_magram;Маграм;Magram;Magram;;Magram;;;;;;;;;x
d_magram_adj;Маграм;;magramer;;;;;;;;;;;x
d_maraudon;Мародон;Maraudon;Maraudon;;Maraudon;;;;;;;;;x
d_maraudon_adj;Мародон;;maraudoner;;;;;;;;;;;x
d_mazthoril;Мазторил;Mazthoril;Mazthoril;;Mazthoril;;;;;;;;;x
d_mazthoril_adj;Мазторил;;mazthoriler;;;;;;;;;;;x
d_mirage;Мираж;Mirage;Mirage;;Mirage;;;;;;;;;x
d_mirage_adj;Мираж;;mirager;;;;;;;;;;;x
d_moonrest;Сады Лунного Покоя;Moonrest;Moonrest;;Moonrest;;;;;;;;;x
d_moonrest_adj;Мунрест;;moonrester;;;;;;;;;;;x
d_mugamba;Мугамба;Mugamba;Mugamba;;Mugamba;;;;;;;;;x
d_mugamba_adj;Мугамб;;mugamber;;;;;;;;;;;x
d_murcevin;Муркевин;Murcevin;Murcevin;;Murcevin;;;;;;;;;x
d_murcevin_adj;Муркевин;;murceviner;;;;;;;;;;;x
d_nazmir;Назмир;Nazmir;Nazmir;;Nazmir;;;;;;;;;x
d_nazmir_adj;Назмир;;nazmirer;;;;;;;;;;;x
d_nazwatha;Назвата;Nazwatha;Nazwatha;;Nazwatha;;;;;;;;;x
d_nazwatha_adj;Назвата;;nazwather;;;;;;;;;;;x
d_neferset;Неферсет;Neferset;Neferset;;Neferset;;;;;;;;;x
d_neferset_adj;Неферсет;;neferseter;;;;;;;;;;;x
d_nesingwary;Эрнестуэй;Nesingwary;Nesingwary;;Nesingwary;;;;;;;;;x
d_nesingwary_adj;Эрнестуэй;;nesingwarer;;;;;;;;;;;x
d_new_tinkertown;Новый Город механиков;New Tinkertown;New Tinkertown;;New Tinkertown;;;;;;;;;x
d_new_tinkertown_adj;Тинкертаун;;New Tinkertowner;;;;;;;;;;;x
d_nifflevar;Ниффлвар;Nifflevar;Nifflevar;;Nifflevar;;;;;;;;;x
d_nifflevar_adj;Ниффлвар;;nifflevarer;;;;;;;;;;;x
d_night_run;Ночной бег;Night Run;Night Run;;Night Run;;;;;;;;;x
d_night_run_adj;Найтран;;Night Runer;;;;;;;;;;;x
d_nighthaven;Ночная Гавань;Nighthaven;Nighthaven;;Nighthaven;;;;;;;;;x
d_nighthaven_adj;Ночногаван;;nighthavener;;;;;;;;;;;x
d_nightsong;Ночная Песня;Nightsong;Nightsong;;Nightsong;;;;;;;;;x
d_nightsong_adj;Найтсонг;;nightsonger;;;;;;;;;;;x
d_nittawosew;Ниттавосев;Nittawosew;Nittawosew;;Nittawosew;;;;;;;;;x
d_nittawosew_adj;Ниттавосев;;nittawosewer;;;;;;;;;;;x
d_njord;Ньорд;Njord;Njord;;Njord;;;;;;;;;x
d_njord_adj;Ньорд;;njorder;;;;;;;;;;;x
d_nordrassil;Нордрассил;;;;;;;;;;;;;x
d_nordrassil_adj;Нордрассил;;;;;;;;;;;;;x
d_northfold;Северный удел;;;;;;;;;;;;;x
d_northfold_adj;Северноудел;;;;;;;;;;;;;x
d_oomsk;Умск;;;;;;;;;;;;;x
d_oomsk_adj;Умск;;;;;;;;;;;;;x
d_ordilaran;Ордил'Аран;Ordil'aran;Ordil'aran;;Ordil'aran;;;;;;;;;x
d_ordilaran_adj;Ордил'аран;;ordil'araner;;;;;;;;;;;x
d_orgrimmar;Оргриммар;Orgrimmar;Orgrimmar;;Orgrimmar;;;;;;;;;x
d_orgrimmar_adj;Оргриммар;;orgrimmarer;;;;;;;;;;;x
d_orsis;Орсис;Orsis;Orsis;;Orsis;;;;;;;;;x
d_orsis_adj;Орсис;;orsiser;;;;;;;;;;;x
d_overlook_cliffs;Отвесные скалы;Overlook Cliffs;Overlook Cliffs;;Overlook Cliffs;;;;;;;;;x
d_overlook_cliffs_adj;Отвесноскал;;Overlook Cliffser;;;;;;;;;;;x
d_paradise_islands;Райские острова;Paradise Islands;Paradise Islands;;Paradise Islands;;;;;;;;;x
d_paradise_islands_adj;Райскоостров;;Paradise Islandser;;;;;;;;;;;x
d_plunder_isle;Остров грабежа;Plunder Isle;Plunder Isle;;Plunder Isle;;;;;;;;;x
d_plunder_isle_adj;Островграбеж;;Plunder Isler;;;;;;;;;;;x
d_ponisuk;Понисук;Ponisuk;Ponisuk;;Ponisuk;;;;;;;;;x
d_ponisuk_adj;Понисук;;ponisuker;;;;;;;;;;;x
d_quagmire;Трясина;Quagmire;Quagmire;;Quagmire;;;;;;;;;x
d_quagmire_adj;Трясин;;quagmirer;;;;;;;;;;;x
d_queldanas_isle;Остров Кель'Данас;Quel'danas Isle;Quel'danas Isle;;Quel'danas Isle;;;;;;;;;x
d_queldanas_isle_adj;Кель'Данас;;Quel'danas Isler;;;;;;;;;;;x
d_raincoast;Дождливый берег;Raincoast;Raincoast;;Raincoast;;;;;;;;;x
d_raincoast_adj;Дождеберег;;raincoaster;;;;;;;;;;;x
d_ramkahen;Рамкахен;Ramkahen;Ramkahen;;Ramkahen;;;;;;;;;x
d_ramkahen_adj;Рамкахен;;ramkahener;;;;;;;;;;;x
d_ratchet;Кабестан;Ratchet;Ratchet;;Ratchet;;;;;;;;;x
d_ratchet_adj;Кабестан;;ratcheter;;;;;;;;;;;x
d_raven_hill;Вороний холм;Raven Hill;Raven Hill;;Raven Hill;;;;;;;;;x
d_raven_hill_adj;Воронохолм;;Raven Hiller;;;;;;;;;;;x
d_ravenwind;Вороний ветер;Ravenwind;Ravenwind;;Ravenwind;;;;;;;;;x
d_ravenwind_adj;Врановетер;;ravenwinder;;;;;;;;;;;x
d_raynewood;Ночные леса;Raynewood;Raynewood;;Raynewood;;;;;;;;;x
d_raynewood_adj;Ночнолес;;raynewooder;;;;;;;;;;;x
