HEAVY_INFANTRY_OFFENSIVE_FIRE;Атака пехоты;;;;;;;;;;;;;x
HEAVY_INFANTRY_DEFENSIVE_FIRE;Защита пехоты;;;;;;;;;;;;;x
HEAVY_INFANTRY_MORALE;Боевой дух пехоты;;;;;;;;;;;;;x
HEAVY_INFANTRY_MODIFIER;Модификатор пехоты;;;;;;;;;;;;;x
CU_HEAVY_INFANTRY;Войска ближнего боя;;;;;;;;;;;;;x
CU_ACTUAL_HEAVY_INFANTRY;Пехота;;;;;;;;;;;;;x
LIGHT_INFANTRY;Заклинатели;;;;;;;;;;;;;x
LIGHT_INFANTRY_OFFENSIVE_FIRE;Атака заклинателей;;;;;;;;;;;;;x
LIGHT_INFANTRY_DEFENSIVE_FIRE;Защита заклинателей;;;;;;;;;;;;;x
LIGHT_INFANTRY_MORALE;Боевой дух заклинателей;;;;;;;;;;;;;x
LIGHT_INFANTRY_MODIFIER;Модификатор заклинателей;;;;;;;;;;;;;x
CU_LIGHT_INFANTRY;Войска поддержки;;;;;;;;;;;;;x
CU_ACTUAL_LIGHT_INFANTRY;Заклинатели;;;;;;;;;;;;;x
large_cavalry;Крупная кавалерия;;;;;;;;;;;;;x
large_cavalry_offensive;Атака крупной кавалерии;;;;;;;;;;;;;x
large_cavalry_defensive;Защита крупной кавалерии;;;;;;;;;;;;;x
large_cavalry_morale;Боевой дух крупной кавалерии;;;;;;;;;;;;;x
large_cavalry_modifier;Модификатор крупной кавалерии;;;;;;;;;;;;;x
archmage;Архимаги;;;;;;;;;;;;;x
archmage_offensive;Атака архимагов;;;;;;;;;;;;;x
archmage_defensive;Защита архимагов;;;;;;;;;;;;;x
archmage_morale;Боевой дух архимагов;;;;;;;;;;;;;x
archmage_modifier;Модификатор архимагов;;;;;;;;;;;;;x
undead;Нежить;;;;;;;;;;;;;x
undead_offensive;Атака нежити;;;;;;;;;;;;;x
undead_defensive;Защита нежити;;;;;;;;;;;;;x
undead_morale;Боевой дух нежити;;;;;;;;;;;;;x
undead_modifier;Модификатор нежити;;;;;;;;;;;;;x
war_machines;Боевые машины;;;;;;;;;;;;;x
war_machines_offensive;Атака боевых машин;;;;;;;;;;;;;x
war_machines_defensive;Защита боевых машин;;;;;;;;;;;;;x
war_machines_morale;Боевой дух боевых машин;;;;;;;;;;;;;x
war_machines_modifier;Модификатор боевых машин;;;;;;;;;;;;;x
animals;Звери;;;;;;;;;;;;;x
animals_offensive;Атака зверей;;;;;;;;;;;;;x
animals_defensive;Защита зверей;;;;;;;;;;;;;x
animals_morale;Боевой дух зверей;;;;;;;;;;;;;x
animals_modifier;Модификатор зверей;;;;;;;;;;;;;x
dragons;Драконы;;;;;;;;;;;;;x
dragons_offensive;Атака драконов;;;;;;;;;;;;;x
dragons_defensive;Защита драконов;;;;;;;;;;;;;x
dragons_morale;Боевой дух драконов;;;;;;;;;;;;;x
dragons_modifier;Модификатор драконов;;;;;;;;;;;;;x
golems;Големы;;;;;;;;;;;;;x
golems_offensive;Атака големов;;;;;;;;;;;;;x
golems_defensive;Защита големов;;;;;;;;;;;;;x
golems_morale;Боевой дух големов;;;;;;;;;;;;;x
golems_modifier;Модификатор големов;;;;;;;;;;;;;x
ancients;Древни;;;;;;;;;;;;;x
ancients_offensive;Атака древней;;;;;;;;;;;;;x
ancients_defensive;Защита древней;;;;;;;;;;;;;x
ancients_morale;Боевой дух древней;;;;;;;;;;;;;x
ancients_modifier;Модификатор древней;;;;;;;;;;;;;x
swarm;Рой;;;;;;;;;;;;;x
swarm_offensive;Атака роя;;;;;;;;;;;;;x
swarm_defensive;Защита роя;;;;;;;;;;;;;x
swarm_morale;Боевой дух роя;;;;;;;;;;;;;x
swarm_modifier;Модификатор роя;;;;;;;;;;;;;x
siege_machines;Осадные машины;;;;;;;;;;;;;x
siege_machines_offensive;Атака осадных машин;;;;;;;;;;;;;x
siege_machines_defensive;Защита осадных машин;;;;;;;;;;;;;x
siege_machines_morale;Боевой дух осадных машин;;;;;;;;;;;;;x
siege_machines_modifier;Модификатор осадных машин;;;;;;;;;;;;;x
thralls;Трэллы;;;;;;;;;;;;;x
thralls_offensive;Атака трэллов;;;;;;;;;;;;;x
thralls_defensive;Защита трэллов;;;;;;;;;;;;;x
thralls_morale;Боевой дух трэллов;;;;;;;;;;;;;x
thralls_modifier;Модификатор трэллов;;;;;;;;;;;;;x
elite_infantry;Элитная пехота;;;;;;;;;;;;;x
elite_infantry_offensive;Атака элитной пехоты;;;;;;;;;;;;;x
elite_infantry_defensive;Защита элитной пехоты;;;;;;;;;;;;;x
elite_infantry_morale;Боевой дух элитной пехоты;;;;;;;;;;;;;x
elite_infantry_modifier;Модификатор элитной пехоты;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Tactics;;;;;;;;;;;;;;x
wc_organized_skirmish_tactic;Организованная перестрелка;;;;;;;;;;;;;x
wc_skirmish_tactic;Перестрелка;;;;;;;;;;;;;x
wc_aerial_raid_tactic;Воздушный налет;;;;;;;;;;;;;x
wc_aerial_strikes_tactic;Воздушные удары;;;;;;;;;;;;;x
wc_volley_tactic;Залп;;;;;;;;;;;;;x
wc_magic_volley_tactic;Магический залп;;;;;;;;;;;;;x
wc_bombardment_tactic;Артиллерийский обстрел;;;;;;;;;;;;;x
wc_shield_wall_tactic;Стена щитов;;;;;;;;;;;;;x
wc_find_cover_tactic;Поиск убежища;;;;;;;;;;;;;x
wc_charge_tactic;Натиск;;;;;;;;;;;;;x
wc_crushing_charge_tactic;Сокрушающий натиск;;;;;;;;;;;;;x
wc_undefended_charge_on_flank_tactic;Натиск по беззащитным флангам;;;;;;;;;;;;;x
wc_spearhead_tactic;Острие копья;;;;;;;;;;;;;x
wc_advance_tactic;Наступление;;;;;;;;;;;;;x
wc_push_tactic;Натиск;;;;;;;;;;;;;x
wc_pike_wall_tactic;Стена копий;;;;;;;;;;;;;x
wc_barrier_tactic;Барьер;;;;;;;;;;;;;x
wc_overwhelm_tactic;Подавление;;;;;;;;;;;;;x
wc_roundabout_charge_tactic;Обходной натиск;;;;;;;;;;;;;x
wc_barrage_tactic;Заградительный огонь;;;;;;;;;;;;;x
wc_stand_and_fight_tactic;Стоять и биться;;;;;;;;;;;;;x
wc_raid_tactic;Налет;;;;;;;;;;;;;x
wc_overrun_tactic;Подавление;;;;;;;;;;;;;x
wc_tank_and_heal_tactic;Танки и целители;;;;;;;;;;;;;x
wc_trample_tactic;Пробивание;;;;;;;;;;;;;x
wc_reinforce_tactic;Подкрепление;;;;;;;;;;;;;x
wc_force_back_tactic;Принудительное отступление;;;;;;;;;;;;;x
wc_swift_volley_tactic;Стремительный залп;;;;;;;;;;;;;x
wc_aimed_bombardment_tactic;Прицельный артобстрел;;;;;;;;;;;;;x
wc_draw_out_tactic;Растягивание рядов;;;;;;;;;;;;;x
wc_aerial_bombardment_tactic;Воздушная бомбардировка;;;;;;;;;;;;;x
wc_hedgehog_formation_tactic;Построение Ёж;;;;;;;;;;;;;x
wc_entrench_tactic;Окапывание;;;;;;;;;;;;;x
wc_heroic_charge_tactic;Героический натиск;;;;;;;;;;;;;x
wc_trample_spearhead_tactic;Пробивающее острие копья;;;;;;;;;;;;;x
wc_strengthened_barrier_tactic;Усиленный барьер;;;;;;;;;;;;;x
wc_crafty_ambush_tactic;Хитрая засада;;;;;;;;;;;;;x
wc_religious_zeal_tactic;Религиозное рвение;;;;;;;;;;;;;x
wc_tactical_reinforce_tactic;Тактические подкрепления;;;;;;;;;;;;;x
wc_slow_harassment_tactic;Медленное преследование;;;;;;;;;;;;;x
wc_unintentional_charge_tactic;Неожиданный натиск;;;;;;;;;;;;;x
wc_fire_on_own_troops_tactic;Огонь по своим;;;;;;;;;;;;;x
wc_outranged_tactic;Обгон;;;;;;;;;;;;;x
wc_aggressive_defense_tactic;Агрессивная оборона;;;;;;;;;;;;;x
wc_outstretched_tactic;Растягивание рядов;;;;;;;;;;;;;x
wc_reckless_charge_tactic;Безрассудный натиск;;;;;;;;;;;;;x
wc_charge_through_skirmishers_tactic;Натиск по стрелкам;;;;;;;;;;;;;x
wc_hesitate_tactic;Колебание;;;;;;;;;;;;;x
wc_failed_barrier_tactic;Failed Barrier;;;;;;;;;;;;;x
wc_advance_in_the_wrong_direction_tactic;Продвижение в неправильном направлении;;;;;;;;;;;;;x
wc_aerial_melee_tactic;Воздушный ближний бой;;;;;;;;;;;;;x
wc_forest_ambush_tactic;Лесная засада;;;;;;;;;;;;;x
wc_spellbreak_tactic;Разрушение чар;;;;;;;;;;;;;x
wc_breaking_charge_tactic;Разрывающий натиск;;;;;;;;;;;;;x
wc_mountain_entrenchment_tactic;Окапывание в горах;;;;;;;;;;;;;x
wc_desert_ambush_tactic;Засада в пустыне;;;;;;;;;;;;;x
wc_swarm_charge_tactic;Натиск роя;;;;;;;;;;;;;x
wc_swarm_volley_tactic;Залп роя;;;;;;;;;;;;;x
wc_swarm_harassment_tactic;Роевое подавление;;;;;;;;;;;;x
wc_swarm_encircle_tactic;Роевое окружение;;;;;;;;;;;;;x
wc_overrun_push_tactic;Обходной натиск;;;;;;;;;;;;;x
wc_magic_ambush_ractic;Магическая засада;;;;;;;;;;;;;x
wc_mountain_raid_tactic;Налет с гор;;;;;;;;;;;;;x
wc_water_assault_tactic;Нападение из воды;;;;;;;;;;;;;x
wc_commando_raid_tactic;Налет коммандо;;;;;;;;;;;;;x
wc_crush_and_trample_tactic;Раздавить и растоптать;;;;;;;;;;;;;x
wc_underground_ambush_ractic;Подземная засада;;;;;;;;;;;;;x
wc_brutalizing_trample_tactic;Жестокое подавление;;;;;;;;;;;;;x
wc_tundra_swarm_tactic;Тундровый рой;;;;;;;;;;;;;x
wc_forest_charge_tactic;Натиск из леса;;;;;;;;;;;;;x
wc_heroic_trample_tactic;Героическое подавление;;;;;;;;;;;;;x
wc_desert_entrenchment_tactic;Окапывание в пустыне;;;;;;;;;;;;;x
wc_winter_ambush_tactic;Зимняя засада;;;;;;;;;;;;;x
wc_aerial_ambush_tactic;Воздушная засада;;;;;;;;;;;;;x
wc_undead_overrun_tactic;Обход нежити;;;;;;;;;;;;;x
wc_undead_spearhead_tactic;Под острием копья;;;;;;;;;;;;;x
wc_null_magic_tactic;Обнуление магии;;;;;;;;;;;;;x
wc_undead_ambush_tactic;Засада нежити;;;;;;;;;;;;;x
wc_blinding_light_charge_tactic;Слепящий натиск;;;;;;;;;;;;;x
wc_loa_enhanced_zeal_tactic;Усиленное рвение Лоа;;;;;;;;;;;;;x
wc_ancient_ambush_tactic;Засада Древ;;;;;;;;;;;;;x
wc_taunt_tactic;Провокация;;;;;;;;;;;;;x
wc_shield_slam_tactic;Мощный удар щитом;;;;;;;;;;;;;x
wc_thunderclap_tactic;Удар грома;;;;;;;;;;;;;x
wc_cleave_tactic;Cleave;;;;;;;;;;;;;x
wc_multishot_tactic;Multishot;;;;;;;;;;;;;x
wc_explosive_trap_tactic;Explosive Trap;;;;;;;;;;;;;x
wc_kill_command_tactic;Команда Взять;;;;;;;;;;;;;x
wc_disengage_tactic;Disengage;;;;;;;;;;;;;x
wc_distract_tactic;Distract;;;;;;;;;;;;;x
wc_evasion_tactic;Evasion;;;;;;;;;;;;;x
wc_poisoned_volley_tactic;Poisoned Volley;;;;;;;;;;;;;x
wc_poisoned_ambush_tactic;Poisoned Ambush;;;;;;;;;;;;;x
wc_death_and_decay_tactic;Death and Decay;;;;;;;;;;;;;x
wc_death_grip_tactic;Death Grip;;;;;;;;;;;;;x
wc_chains_of_ice_tactic;Chains of Ice;;;;;;;;;;;;;x
wc_death_coil_tactic;Death Coil;;;;;;;;;;;;;x
wc_blight_bombardment_tactic;Blight Bombardment;;;;;;;;;;;;;x
wc_raise_undead_tactic;Воскрешение нежити;;;;;;;;;;;;;x
wc_empower_undead_tactic;Усиление нежити;;;;;;;;;;;;;x
wc_cripple_tactic;Cripple;;;;;;;;;;;;;x
wc_consume_magic_tactic;Consume Magic;;;;;;;;;;;;;x
wc_torment_tactic;Torment;;;;;;;;;;;;;x
wc_immolation_tactic;Immolation;;;;;;;;;;;;;x
wc_blade_dance_tactic;Танец клинков;;;;;;;;;;;;;x
wc_entangling_roots_tactic;Entangling Roots;;;;;;;;;;;;;x
wc_rejuvenate_tactic;Rejuvenate;;;;;;;;;;;;;x
wc_lunar_strike_tactic;Lunar Strike;;;;;;;;;;;;;x
wc_starfall_tactic;Звездопад;;;;;;;;;;;;;x
wc_arcane_barrage_tactic;Arcane Barrage;;;;;;;;;;;;;x
wc_blizzard_tactic;Метель;;;;;;;;;;;;;x
wc_slow_tactic;Slow;;;;;;;;;;;;;x
wc_flamestrike_tactic;Flamestrike;;;;;;;;;;;;;x
wc_consecration_tactic;Consecration;;;;;;;;;;;;;x
wc_judgement_tactic;Judgement;;;;;;;;;;;;;x
wc_holy_light_tactic;Святой Свет;;;;;;;;;;;;;x
wc_retribution_tactic;Retribution;;;;;;;;;;;;;x
wc_heal_tactic;Исцеление;;;;;;;;;;;;;x
wc_resurrection_tactic;Воскрешение;;;;;;;;;;;;;x
wc_holy_nova_tactic;Holy Nova;;;;;;;;;;;;;x
wc_power_word_shield_tactic;Слово Силы: Щит;;;;;;;;;;;;;x
wc_mindflay_tactic;Mindflay;;;;;;;;;;;;;x
wc_mind_blast_tactic;Mind Blast;;;;;;;;;;;;;x
wc_shadow_word_pain_tactic;Слово Тьмы: Боль;;;;;;;;;;;;;x
wc_psychic_scream_tactic;Psychic Scream;;;;;;;;;;;;;x
wc_hex_tactic;Hex;;;;;;;;;;;;;x
wc_loa_bargain_tactic;Loa Bargain;;;;;;;;;;;;;x
wc_defensive_voodoo_tactic;Защитная магия Вуду;;;;;;;;;;;;;x
wc_offensive_voodoo_tactic;Наступательная магия Вуду;;;;;;;;;;;;;x
wc_far_sight_tactic;Far Sight;;;;;;;;;;;;;x
wc_chain_lightning_tactic;Chain Lightning;;;;;;;;;;;;;x
wc_healing_wave_tactic;Healing Wave;;;;;;;;;;;;;x
wc_lava_surge_tactic;Lava Surge;;;;;;;;;;;;;x
wc_fear_trait;Страх;;;;;;;;;;;;;x
wc_corruption_trait;Corruption;;;;;;;;;;;;;x
wc_rain_of_fire_tactic;Rain of Fire;;;;;;;;;;;;;x
wc_soul_link_tactic;Soul Link;;;;;;;;;;;;;x
elephant_trample_tactic;Trample;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
# Retinues – Generic;;;;;;;;;;;;;;x
wc_ret_gen_inf;Infantry Division;;;;;;;;;;;;;x
wc_ret_gen_ran;Ranged Battalion;;;;;;;;;;;;;x
wc_ret_gen_cav;Cavalry Squadron;;;;;;;;;;;;;x
wc_ret_gen_cas;Caster Company;;;;;;;;;;;;;x
wc_ret_gen_aer;Aerial Company;;;;;;;;;;;;;x
wc_ret_gen_van;Vanguard Division;;;;;;;;;;;;;x
wc_ret_gen_adv;Adventurers;;;;;;;;;;;;;x
wc_ret_gen_art;Artillery Company;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
# Retinues – Tribal;;;;;;;;;;;;;;x
wc_ret_tribe_pure;Tribal Mob;;;;;;;;;;;;;
wc_ret_tribe_inf;Warriors;;;;;;;;;;;;;x
wc_ret_tribe_ran;Hunters;;;;;;;;;;;;;x
wc_ret_tribe_cav;Outriders;;;;;;;;;;;;;x
wc_ret_tribe_van;Champions;;;;;;;;;;;;;x
wc_ret_tribe_cas;Totemists;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
# Retinues – Cultural;;;;;;;;;;;;;;x
wc_ret_cul_qiraji;Silithid Swarm;;;;;;;;;;;;;x
wc_ret_cul_nerubian;Spiderlords;;;;;;;;;;;;;x
wc_ret_cul_centaur;Outrunners;;;;;;;;;;;;;x
wc_ret_cul_eredar;Chaosborn;;;;;;;;;;;;;x
wc_ret_cul_draenei;Peacekeepers;;;;;;;;;;;;;x
wc_ret_cul_dragon;Drakes;;;;;;;;;;;;;x
wc_ret_cul_dryad;Grove Host;;;;;;;;;;;;;x
wc_ret_cul_bronzebeard;Mountaineers;;;;;;;;;;;;;x
wc_ret_cul_wildhammer;Gryphon Knights;;;;;;;;;;;;;x
wc_ret_cul_darkiron;Dragoons;;;;;;;;;;;;;x
wc_ret_cul_frostborn;Axemasters;;;;;;;;;;;;;x
wc_ret_cul_furbolg;Ursas;;;;;;;;;;;;;x
wc_ret_cul_gnoll;Brutes;;;;;;;;;;;;;x
wc_ret_cul_wolvar;Tundra Hunters;;;;;;;;;;;;;x
wc_ret_cul_gnome;Commandos;;;;;;;;;;;;;x
wc_ret_cul_goblin;Shredders;;;;;;;;;;;;;x
wc_ret_cul_harpy;Roguefeathers;;;;;;;;;;;;;x
wc_ret_cul_highelf;Rangers;;;;;;;;;;;;;x
wc_ret_cul_bloodelf;Spellbreakers;;;;;;;;;;;;;x
wc_ret_cul_hozen;Pounders;;;;;;;;;;;;;x
wc_ret_cul_lordaeron;Knights;;;;;;;;;;;;;x
wc_ret_cul_gilnean;Greyguard;;;;;;;;;;;;;x
wc_ret_cul_arathor;Troll Hunters;;;;;;;;;;;;;x
wc_ret_cul_azeroth;7th Legion;;;;;;;;;;;;;x
wc_ret_cul_dalaran;Archmages;;;;;;;;;;;;;x
wc_ret_cul_alterac;Mountain Rangers;;;;;;;;;;;;;x
wc_ret_cul_tiras;Marines;;;;;;;;;;;;;x
wc_ret_cul_northern;Huntsmen;;;;;;;;;;;;;x
wc_ret_cul_pirate;Corsairs;;;;;;;;;;;;;x
wc_ret_cul_kobold;Candleholders;;;;;;;;;;;;;x
wc_ret_cul_snobold;Tundra Guard;;;;;;;;;;;;;x
wc_ret_cul_magnataur;Crushers;;;;;;;;;;;;;x
wc_ret_cul_murloc;Tide Hunters;;;;;;;;;;;;;x
wc_ret_cul_gorloc;Oracles;;;;;;;;;;;;;x
wc_ret_cul_naga;Royal Guard;;;;;;;;;;;;;x
wc_ret_cul_nightelf;Sentinels;;;;;;;;;;;;;x
wc_ret_cul_highborne;Archconjurers;;;;;;;;;;;;;x
wc_ret_cul_ogre;Maulers;;;;;;;;;;;;;x
wc_ret_cul_warsong;Outriders;;;;;;;;;;;;;x
wc_ret_cul_shadowm;Darkcasters;;;;;;;;;;;;;x
wc_ret_cul_blhollow;Savages;;;;;;;;;;;;;x
wc_ret_cul_blackrock;Demolishers;;;;;;;;;;;;;x
wc_ret_cul_bblade;Blademasters;;;;;;;;;;;;;x
wc_ret_cul_storeave;Warlocks;;;;;;;;;;;;;x
wc_ret_cul_thunlord;Beastmasters;;;;;;;;;;;;;x
wc_ret_cul_bonechew;Cannibals;;;;;;;;;;;;;x
wc_ret_cul_laughskull;Enforcers;;;;;;;;;;;;;x
wc_ret_cul_shathand;Gladiators;;;;;;;;;;;;;x
wc_ret_cul_frostwolf;Raiders;;;;;;;;;;;;;x
wc_ret_cul_twilhammer;Necrolytes;;;;;;;;;;;;;x
wc_ret_cul_dragonmaw;Dragon Riders;;;;;;;;;;;;;x
wc_ret_cul_pygmy;Stronglegs;;;;;;;;;;;;;x
wc_ret_cul_quillboat;Thornguard;;;;;;;;;;;;;x
wc_ret_cul_satyr;Hellcallers;;;;;;;;;;;;;x
wc_ret_cul_sethrak;Desert Raiders;;;;;;;;;;;;;x
wc_ret_cul_tauren;Braves;;;;;;;;;;;;;x
wc_ret_cul_gurubashi;Razzashi Cavalry;;;;;;;;;;;;;x
wc_ret_cul_amani;Guardians;;;;;;;;;;;;;x
wc_ret_cul_zandalari;Warguard;;;;;;;;;;;;;x
wc_ret_cul_drakkari;Lancers;;;;;;;;;;;;;x
wc_ret_cul_darktroll;Trappers;;;;;;;;;;;;;x
wc_ret_cul_farraki;Assassins;;;;;;;;;;;;;x
wc_ret_cul_bloodtroll;War Mothers;;;;;;;;;;;;;x
we_ret_cul_tuskarr;Turtle Cossacks;;;;;;;;;;;;;x
wc_ret_cul_vrykul;Thanes;;;;;;;;;;;;;x
wc_ret_cul_vulpera;Merchant Gunner;;;;;;;;;;;;;x
wc_ret_cul_giant;Giant Crushers;;;;;;;;;;;;;x
wc_ret_cul_titanforged;Titan-forged Legion;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
# Retinues – Religious;;;;;;;;;;;;;;x
wc_ret_rel_scourge;Undead Swarm;;;;;;;;;;;;;x
wc_ret_rel_scourge2;Frost Wyrms;;;;;;;;;;;;;x
wc_ret_rel_scourge3;Flesh Titans;;;;;;;;;;;;;x
wc_ret_rel_scourge4;Death Knights;;;;;;;;;;;;;x
wc_ret_rel_shaytar;Mindless Slaves;;;;;;;;;;;;;x
wc_ret_rel_shaytar2;Cultists;;;;;;;;;;;;;x
wc_ret_rel_shaytar3;Faceless Reavers;;;;;;;;;;;;;x
wc_ret_rel_shaytar4;Mutants;;;;;;;;;;;;;x
wc_ret_rel_legion;Lesser Demons;;;;;;;;;;;;;x
wc_ret_rel_legion2;Greater Demons;;;;;;;;;;;;;x
wc_ret_rel_legion3;Fel Reavers;;;;;;;;;;;;;x
wc_ret_rel_legion4;Doomguard;;;;;;;;;;;;;x
wc_ret_rel_holylight;Paladins;;;;;;;;;;;;;x
wc_ret_rel_cultofloa;Loa Host;;;;;;;;;;;;;x
wc_ret_rel_cultofloa2;Avatars;;;;;;;;;;;;;x
wc_ret_rel_illidari;Demonhunters;;;;;;;;;;;;;x
wc_ret_rel_kaldoreireligion;Animal Host;;;;;;;;;;;;;x
wc_ret_rel_kaldoreireligion2;Ancients;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
# Retinues – Nomadic;;;;;;;;;;;;;;x
wc_ret_horde_ani;Raiders;;;;;;;;;;;;;x
wc_ret_horde_cav;Outriders;;;;;;;;;;;;;x
wc_ret_horde_ran;Marauders;;;;;;;;;;;;;x
wc_ret_horde_cas;Windchasers;;;;;;;;;;;;;x
wc_ret_horde_lrg;Battle Lords;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Phase Descriptions;;;;;;;;;;;;;;x
COMBATVIEW_PHASE_DESC_PURSUE;In the Pursue phase, one of the armies has routed and the other one is chasing them down.\n§Y[GetKnightsName]§W, §Y[GetHorseArchersName]§W, §Y[GetDragonsName]§W and §Y[GetLightCavalryName]§W excel in the §YPursue Phase§W!;;;;;;;;;;;;;x
COMBATVIEW_PHASE_DESC_SKIRMISH;In the Skirmish phase, both armies will stay at a distance.\n§Y[GetActualLightInfantryName]§W, §Y[GetArchersName]§W, §Y[GetArchmageName]§W, §Y[GetSiegeMachinesName]§W and §Y[GetHorseArchersName]§W excel in the §YSkirmish Phase§W!;;;;;;;;;;;;;x
COMBATVIEW_PHASE_DESC_MELEE;In the Melee phase, both armies are locked in close combat.\n§Y[GetActualHeavyInfantryName]§W, §Y[GetPikemenName]§W, §Y[GetLightCavalryName]§W, §Y[GetLargeCavalryName]§W, §Y[GetUndeadName]§W, §Y[GetWarMachinesName]§W, §Y[GetAnimalsName]§W, §Y[GetEliteInfantryName]§W, §Y[GetSwarmName]§W, §Y[GetThrallsName]§W excel in the §YMelee Phase§W!;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
