PROV65;Zuuldaia;;;;;;;;;;;x
PROV66;Mizjah;;;;;;;;;;;x
PROV67;Nether Hill;;;;;;;;;;;x
PROV68;Rockard;;;;;;;;;;;x
PROV69;Rosestone;;;;;;;;;;;x
PROV70;Dreadmaul;;;;;;;;;;;x
PROV71;Agneepath;;;;;;;;;;;x
PROV72;Dul'zin;;;;;;;;;;;x
PROV73;Dark Portal;;;;;;;;;;;x
PROV74;Xawie;;;;;;;;;;;x
PROV75;Deihsei;;;;;;;;;;;x
PROV76;Shindun;;;;;;;;;;;x
PROV77;Xoojith;;;;;;;;;;;x
PROV78;Binanu;;;;;;;;;;;x
PROV79;Surwich;;;;;;;;;;;x
PROV80;Dead Ravine;;;;;;;;;;;x
PROV81;Atal'hakkar;;;;;;;;;;;x
PROV82;Splinter Junction;;;;;;;;;;;x
PROV83;Misty Valley;;;;;;;;;;;x
PROV84;Harborage;;;;;;;;;;;x
PROV85;Stonard;;;;;;;;;;;x
PROV86;South Slough;;;;;;;;;;;x
PROV87;North Slough;;;;;;;;;;;x
PROV88;Stagalbog;;;;;;;;;;;x
PROV89;Rotten Beach;;;;;;;;;;;x
PROV90;Marshtide;;;;;;;;;;;x
PROV91;Wild Cape;;;;;;;;;;;x
PROV92;Sorrowmurk;;;;;;;;;;;x
PROV93;Bogpaddle;;;;;;;;;;;x
PROV94;South Islands;;;;;;;;;;;x
PROV95;Surohi;;;;;;;;;;;x
PROV96;Lu'dei;;;;;;;;;;;x
PROV97;Hardwrench;;;;;;;;;;;x
PROV98;Nek'mani;;;;;;;;;;;x
PROV99;Kihmu;;;;;;;;;;;x
PROV100;Vekrishe;;;;;;;;;;;x
PROV101;Fikinnun;;;;;;;;;;;x
PROV102;Ironforge;;;;;;;;;;;x
PROV103;Blackrock Depths;;;;;;;;;;;x
PROV104;Blackrock Spire;;;;;;;;;;;x
PROV105;Redhelm;;;;;;;;;;;x
PROV106;Redpath;;;;;;;;;;;x
PROV107;Cavefall;;;;;;;;;;;x
PROV108;Chiselgrip;;;;;;;;;;;x
PROV109;Thaurissan;;;;;;;;;;;x
PROV110;Hugdiuhr;;;;;;;;;;;x
PROV111;Khalfok;;;;;;;;;;;x
PROV112;Joumindan;;;;;;;;;;;x
PROV113;Borual;;;;;;;;;;;x
PROV114;Ogderm;;;;;;;;;;;x
PROV115;Bhurdak;;;;;;;;;;;x
PROV116;Blackchar;;;;;;;;;;;x
PROV117;Rondagg;;;;;;;;;;;x
PROV118;Darrarhor;;;;;;;;;;;x
PROV119;Domdith;;;;;;;;;;;x
PROV120;Brudarn;;;;;;;;;;;x
PROV121;Drognur;;;;;;;;;;;x
PROV122;Bhudann;;;;;;;;;;;x
PROV123;Brugodun;;;;;;;;;;;x
PROV124;Ohuldum;;;;;;;;;;;x
PROV125;Tyhmoger;;;;;;;;;;;x
PROV126;Egudarm;;;;;;;;;;;x
PROV127;Red Desert;;;;;;;;;;;x
PROV128;Dustwind;;;;;;;;;;;x
PROV129;Lethlor;;;;;;;;;;;x
PROV130;Gundorm;;;;;;;;;;;x
PROV131;Ermurn;;;;;;;;;;;x
PROV132;Helm's Bed;;;;;;;;;;;x
PROV133;Northgate;;;;;;;;;;;x
PROV134;Gol'bolar;;;;;;;;;;;x
PROV135;Amberroad;;;;;;;;;;;x
PROV136;Tundrid Hills;;;;;;;;;;;x
PROV137;Ice Pass;;;;;;;;;;;x
PROV138;Kharanos;;;;;;;;;;;x
PROV139;Irongate;;;;;;;;;;;x
PROV140;Shimmer Ridge;;;;;;;;;;;x
PROV141;Coldridge Pass;;;;;;;;;;;x
PROV142;Anvilmar;;;;;;;;;;;x
PROV143;Coldridge Valley;;;;;;;;;;;x
PROV144;Hiding Valley;;;;;;;;;;;x
PROV145;Storm Ravine;;;;;;;;;;;x
PROV146;Gnomeregan;;;;;;;;;;;x
PROV147;Icewind Pass;;;;;;;;;;;x
PROV148;Icewind Valley;;;;;;;;;;;x
PROV149;New Tinkertown;;;;;;;;;;;x
PROV150;Frostmane;;;;;;;;;;;x
PROV151;Frozen Pass;;;;;;;;;;;x
PROV152;South Coldwater;;;;;;;;;;;x
PROV153;North Coldwater;;;;;;;;;;;x
PROV154;Thelsamar;;;;;;;;;;;x
PROV155;Stonyglade;;;;;;;;;;;x
PROV156;Narrowhill;;;;;;;;;;;x
PROV157;Stonesplinter Valley;;;;;;;;;;;x
PROV158;Hidden Ravine;;;;;;;;;;;x
PROV159;Greenhills;;;;;;;;;;;x
PROV160;Stonewrought Dam;;;;;;;;;;;x
PROV161;Valley of Kings;;;;;;;;;;;x
PROV162;Silverstream;;;;;;;;;;;x
PROV163;North Crossroads;;;;;;;;;;;x
PROV164;Loch Islands;;;;;;;;;;;x
PROV165;Southgate;;;;;;;;;;;x
PROV166;Grim Batol;;;;;;;;;;;x
PROV167;Wyrm's Bend;;;;;;;;;;;x
PROV168;Wildpass;;;;;;;;;;;x
PROV169;Vermillion;;;;;;;;;;;x
PROV170;Tiverfil;;;;;;;;;;;x
PROV171;Alberlin;;;;;;;;;;;x
PROV172;Thundermar;;;;;;;;;;;x
PROV173;Virid Forest;;;;;;;;;;;x
PROV174;Rugged Slopes;;;;;;;;;;;x
PROV175;Iron Ridge;;;;;;;;;;;x
PROV176;Thorvald Ravine;;;;;;;;;;;x
PROV177;Storm Cost;;;;;;;;;;;x
PROV178;Thunder Grove;;;;;;;;;;;x
PROV179;Windward Hills;;;;;;;;;;;x
PROV180;Stormclaw;;;;;;;;;;;x
PROV181;Quiet Highlands;;;;;;;;;;;x
PROV182;Dunwald;;;;;;;;;;;x
PROV183;Crucible of Tin;;;;;;;;;;;x
PROV184;Verrall Delta;;;;;;;;;;;x
PROV185;Severe Coast;;;;;;;;;;;x
PROV186;Cape of Fist;;;;;;;;;;;x
PROV187;Wildgulch;;;;;;;;;;;x
PROV188;Windward Slopes;;;;;;;;;;;x
PROV189;Flat Shore;;;;;;;;;;;x
PROV190;Verdant Forest;;;;;;;;;;;x
PROV191;Loose Cliffs;;;;;;;;;;;x
PROV192;Victor's Point;;;;;;;;;;;x
PROV193;Obsidian Hills;;;;;;;;;;;x
PROV194;Elementium Ravine;;;;;;;;;;;x
PROV195;Dead Highlands;;;;;;;;;;;x
PROV196;Low Islands;;;;;;;;;;;x
PROV197;Silverslopes;;;;;;;;;;;x
PROV198;Menethil Harbor;;;;;;;;;;;x
PROV199;Dun Algaz;;;;;;;;;;;x
PROV200;Mosshide Fen;;;;;;;;;;;x
PROV201;Upland Forest;;;;;;;;;;;x
PROV202;Slabchisel's Survey;;;;;;;;;;;x
PROV203;Dun Modr;;;;;;;;;;;x
PROV204;Bogplain;;;;;;;;;;;x
PROV205;Direforge;;;;;;;;;;;x
PROV206;Climbhill;;;;;;;;;;;x
PROV207;East Floodplain;;;;;;;;;;;x
PROV208;West Floodplain;;;;;;;;;;;x
PROV209;Saltspray Glen;;;;;;;;;;;x
PROV210;North Delta;;;;;;;;;;;x
PROV211;Central Delta;;;;;;;;;;;x
PROV212;South Delta;;;;;;;;;;;x
PROV213;Rocky Gorge;;;;;;;;;;;x
PROV214;Highgarde;;;;;;;;;;;x
PROV215;Highpoint;;;;;;;;;;;x
PROV216;Stromgarde;;;;;;;;;;;x
PROV217;South Highlands;;;;;;;;;;;x
PROV218;Old Gully;;;;;;;;;;;x
PROV219;Zolnanji;;;;;;;;;;;x
PROV220;Go'shek;;;;;;;;;;;x
PROV221;Windy Glen;;;;;;;;;;;x
PROV222;Dryhill;;;;;;;;;;;x
PROV223;Dabyrie;;;;;;;;;;;x
PROV224;Northighlands;;;;;;;;;;;x
PROV225;Greenhill;;;;;;;;;;;x
PROV226;Northreach;;;;;;;;;;;x
PROV227;Northfold;;;;;;;;;;;x
PROV228;Faldir's Cove;;;;;;;;;;;x
PROV229;West Coast;;;;;;;;;;;x
PROV230;Van'keiki;;;;;;;;;;;x
PROV231;East Coast;;;;;;;;;;;x
PROV232;Hillsbrad;;;;;;;;;;;x
PROV233;Durnholde;;;;;;;;;;;x
PROV234;Dun Garok;;;;;;;;;;;x
PROV235;Nethander Stead;;;;;;;;;;;x
PROV236;Eastpoint;;;;;;;;;;;x
PROV237;Southshore;;;;;;;;;;;x
PROV238;Darrow Hill;;;;;;;;;;;x
PROV239;Western Strand;;;;;;;;;;;x
PROV240;Southpoint;;;;;;;;;;;x
PROV241;Purgation Isle;;;;;;;;;;;x
PROV242;Tarren Mill;;;;;;;;;;;x
PROV243;Alterac;;;;;;;;;;;x
PROV244;Alterac Valley;;;;;;;;;;;x
PROV245;Headland;;;;;;;;;;;x
PROV246;Strahnbrad;;;;;;;;;;;x
PROV247;Ravenholdt;;;;;;;;;;;x
PROV248;Winfried;;;;;;;;;;;x
PROV249;Chillwind Pass;;;;;;;;;;;x
PROV250;Dalaran;;;;;;;;;;;x
PROV251;Dalaran's Hills;;;;;;;;;;;x
PROV252;Gilneas;;;;;;;;;;;x
PROV253;Ambermill;;;;;;;;;;;x
PROV254;Pele'ahjin;;;;;;;;;;;x
PROV255;Aerie Peak;;;;;;;;;;;x
PROV256;Hiri'watha;;;;;;;;;;;x
PROV257;Quel'danil;;;;;;;;;;;x
PROV258;Shadra'alor;;;;;;;;;;;x
PROV259;Sweet Ravine;;;;;;;;;;;x
PROV260;Jintha'alor;;;;;;;;;;;x
PROV261;Altar of Zul;;;;;;;;;;;x
PROV262;Agol'watha;;;;;;;;;;;x
PROV263;Skulk Rock;;;;;;;;;;;x
PROV264;Shaol'watha;;;;;;;;;;;x
PROV265;Lower Jintha'alor;;;;;;;;;;;x
PROV266;Revantusk;;;;;;;;;;;x
PROV267;Overlook Cliffs;;;;;;;;;;;x
PROV268;Seradane;;;;;;;;;;;x
PROV269;Lordaeron;;;;;;;;;;;x
PROV270;Lordamere;;;;;;;;;;;x
PROV271;Ferry;;;;;;;;;;;x
PROV272;South Tract;;;;;;;;;;;x
PROV273;Shadowfang;;;;;;;;;;;x
PROV274;Pyrewood;;;;;;;;;;;x
PROV275;Hothills;;;;;;;;;;;x
PROV276;Whitepetal;;;;;;;;;;;x
PROV277;Deep Elem;;;;;;;;;;;x
PROV278;Olsenfield;;;;;;;;;;;x
PROV279;Undernelly;;;;;;;;;;;x
PROV280;Dawning Isles;;;;;;;;;;;x
PROV281;Valganfield;;;;;;;;;;;x
PROV282;North Tide;;;;;;;;;;;x
PROV283;Skittering Dark;;;;;;;;;;;x
PROV284;Shining Strand;;;;;;;;;;;x
PROV285;Crowley;;;;;;;;;;;x
PROV286;Northwood;;;;;;;;;;;x
PROV287;Headlands;;;;;;;;;;;x
PROV288;Greybridge;;;;;;;;;;;x
PROV289;Emberstone;;;;;;;;;;;x
PROV290;Horseland;;;;;;;;;;;x
PROV291;Aderic;;;;;;;;;;;x
PROV292;Galewatch;;;;;;;;;;;x
PROV293;Ashbury;;;;;;;;;;;x
PROV294;Blackwald;;;;;;;;;;;x
PROV295;Stormglen;;;;;;;;;;;x
PROV296;Tempreach;;;;;;;;;;;x
PROV297;Koroth;;;;;;;;;;;x
PROV298;Hailwood;;;;;;;;;;;x
PROV299;Greymane;;;;;;;;;;;x
PROV300;Duskhaven;;;;;;;;;;;x
PROV301;Allenfield;;;;;;;;;;;x
PROV302;Hammondfield;;;;;;;;;;;x
PROV303;Hayward;;;;;;;;;;;x
PROV304;Brill;;;;;;;;;;;x
PROV305;Nightmare Vale;;;;;;;;;;;x
PROV306;Solliden;;;;;;;;;;;x
PROV307;Agamand;;;;;;;;;;;x
PROV308;Deathknell;;;;;;;;;;;x
PROV309;Whispering Gardens;;;;;;;;;;;x
PROV310;Venomweb;;;;;;;;;;;x
PROV311;Balnir;;;;;;;;;;;x
PROV312;Bastion;;;;;;;;;;;x
PROV313;North Coast;;;;;;;;;;;x
PROV314;Mistfall;;;;;;;;;;;x
PROV315;Andorhal;;;;;;;;;;;x
PROV316;Windswept;;;;;;;;;;;x
PROV317;Cabinwood;;;;;;;;;;;x
PROV318;Gahrron;;;;;;;;;;;x
PROV319;Sorrow Hill;;;;;;;;;;;x
PROV320;Caer Darrow;;;;;;;;;;;x
PROV321;Hearthglen;;;;;;;;;;;x
PROV322;Hearthglen Way;;;;;;;;;;;x
PROV323;Northridge;;;;;;;;;;;x
PROV324;Stratholme;;;;;;;;;;;x
PROV325;Darrowshire;;;;;;;;;;;x
PROV326;High Thondroril;;;;;;;;;;;x
PROV327;Lower Thondroril;;;;;;;;;;;x
PROV328;Marris;;;;;;;;;;;x
PROV329;Crownvale;;;;;;;;;;;x
PROV330;Fir Valley;;;;;;;;;;;x
PROV331;Blackwood;;;;;;;;;;;x
PROV332;Corin's Crossing;;;;;;;;;;;x
PROV333;Northdale;;;;;;;;;;;x
PROV334;Northpass;;;;;;;;;;;x
PROV335;Jin Yang;;;;;;;;;;;x
PROV336;Tyr's Hand;;;;;;;;;;;x
PROV337;Light's Hope;;;;;;;;;;;x
PROV338;Old Glade;;;;;;;;;;;x
PROV339;New Avalon;;;;;;;;;;;x
PROV340;Havenshire;;;;;;;;;;;x
PROV341;Hasic;;;;;;;;;;;x
PROV342;Northwood;;;;;;;;;;;x
PROV343;Brightdale;;;;;;;;;;;x
PROV344;Silvermoon;;;;;;;;;;;x
PROV345;Tranquillien;;;;;;;;;;;x
PROV346;Goldenmist;;;;;;;;;;;x
PROV347;An'daroth;;;;;;;;;;;x
PROV348;Elrendar Crossing;;;;;;;;;;;x
PROV349;Windrunner;;;;;;;;;;;x
PROV350;Silverfury;;;;;;;;;;;x
PROV351;Underlight;;;;;;;;;;;x
PROV352;Ghost Forest;;;;;;;;;;;x
PROV353;Rest Hollow;;;;;;;;;;;x
PROV354;Thalassian Pass;;;;;;;;;;;x
PROV355;Quel'lithien;;;;;;;;;;;x
PROV356;Andilien Estate;;;;;;;;;;;x
PROV357;Sanctum of the Sun;;;;;;;;;;;x
PROV358;Farstrider Enclave;;;;;;;;;;;x
PROV359;Hatchet Hills;;;;;;;;;;;x
PROV360;Amani Pass;;;;;;;;;;;x
PROV361;Akil'zon;;;;;;;;;;;x
PROV362;Nalorakk;;;;;;;;;;;x
PROV363;Jan'alai;;;;;;;;;;;x
PROV364;Halazzi;;;;;;;;;;;x
PROV365;Tor'watha;;;;;;;;;;;x
PROV366;Elrendar Coast;;;;;;;;;;;x
PROV367;Zeb'watha;;;;;;;;;;;x
PROV368;East Sanctum;;;;;;;;;;;x
PROV369;Runestone's Valley;;;;;;;;;;;x
PROV370;Fairbreeze;;;;;;;;;;;x
PROV371;Sunsail Anchorage;;;;;;;;;;;x
PROV372;Goldenbough Pass;;;;;;;;;;;x
PROV373;Tranquil Shore;;;;;;;;;;;x
PROV374;Golden Strand;;;;;;;;;;;x
PROV375;Falconwing Square;;;;;;;;;;;x
PROV376;North Sanctum;;;;;;;;;;;x
PROV377;Stillwhisper Pond;;;;;;;;;;;x
PROV378;Duskwither Ravine;;;;;;;;;;;x
PROV379;Dawning Lane;;;;;;;;;;;x
PROV380;Sunstrider Isle;;;;;;;;;;;x
PROV381;Falthrien;;;;;;;;;;;x
PROV382;Tu Shen;;;;;;;;;;;x
PROV383;Guo-Lai;;;;;;;;;;;x
PROV384;Ancestral Rise;;;;;;;;;;;x
PROV385;Winterbough;;;;;;;;;;;x
PROV386;Setting Sun;;;;;;;;;;;x
PROV387;Sunblossom;;;;;;;;;;;x
PROV388;Endless Spring;;;;;;;;;;;x
PROV389;Hundred Steps;;;;;;;;;;;x
PROV390;Spring Road;;;;;;;;;;;x
PROV391;Leg-Zaol;;;;;;;;;;;x
PROV392;Xuen;;;;;;;;;;;x
PROV393;Tiger Way;;;;;;;;;;;x
PROV394;Sunwell Plateau;;;;;;;;;;;x
PROV395;Sun's Reach;;;;;;;;;;;x
PROV396;Dawnstar;;;;;;;;;;;x
PROV397;Magisters' Terrace;;;;;;;;;;;x
PROV398;Greengill;;;;;;;;;;;x
PROV399;Sat'theas;;;;;;;;;;;x
PROV400;Loch Verrall;;;;;;;;;;;x
PROV401;The Loch;;;;;;;;;;;x
PROV402;Thondroril River;;;;;;;;;;;x
PROV403;Thondroril River;;;;;;;;;;;x
PROV404;Thondroril River;;;;;;;;;;;x
PROV405;Thondroril River;;;;;;;;;;;x
PROV406;Thondroril River;;;;;;;;;;;x
PROV407;Thondroril River;;;;;;;;;;;x
PROV408;Darrowmere Lake;;;;;;;;;;;x
PROV409;Darrowmere Lake;;;;;;;;;;;x
PROV410;Darrowmere Lake;;;;;;;;;;;x
PROV411;Lordamere Lake;;;;;;;;;;;x
PROV412;Lordamere Lake;;;;;;;;;;;x
PROV413;Lordamere Lake;;;;;;;;;;;x
PROV414;Northgate River;;;;;;;;;;;x
PROV415;Northgate River;;;;;;;;;;;x
PROV416;Northgate River;;;;;;;;;;;x
PROV417;Lake Elrendar;;;;;;;;;;;x
PROV418;Lake Elrendar;;;;;;;;;;;x
PROV419;North Elrendar River;;;;;;;;;;;x
PROV420;North Elrendar River;;;;;;;;;;;x
PROV421;North Elrendar River;;;;;;;;;;;x
PROV422;South Elrendar River;;;;;;;;;;;x
PROV423;South Elrendar River;;;;;;;;;;;x
PROV424;South Elrendar River;;;;;;;;;;;x
PROV425;South Elrendar River;;;;;;;;;;;x
PROV426;Stonecairn Lake;;;;;;;;;;;x
PROV427;Pool of Tears;;;;;;;;;;;x
PROV428;Lake;;;;;;;;;;;x
PROV429;Longshore;;;;;;;;;;;x
PROV430;Longshore;;;;;;;;;;;x
PROV431;Longshore;;;;;;;;;;;x
PROV432;Stormwind's Shore;;;;;;;;;;;x
PROV433;Savage Coast;;;;;;;;;;;x
PROV434;Vile Reef;;;;;;;;;;;x
PROV435;Nazferiti Mouth;;;;;;;;;;;x
PROV436;South Savage Coast;;;;;;;;;;;x
PROV437;South Savage Coast;;;;;;;;;;;x
PROV438;Yinying;;;;;;;;;;;x
PROV439;Wild Shore;;;;;;;;;;;x
PROV440;Crystal Shore;;;;;;;;;;;x
PROV441;Red Reaches;;;;;;;;;;;x
PROV442;Red Reaches;;;;;;;;;;;x
PROV443;Shattershore;;;;;;;;;;;x
PROV444;Misty Reed Strand;;;;;;;;;;;x
PROV445;Misty Reed Strand;;;;;;;;;;;x
PROV446;Forbidding Sea;;;;;;;;;;;x
PROV447;Forbidding Sea;;;;;;;;;;;x
PROV448;Forbidding Sea;;;;;;;;;;;x
PROV449;Highbank;;;;;;;;;;;x
PROV450;Highbank;;;;;;;;;;;x
PROV451;Highbank;;;;;;;;;;;x
PROV452;Slithering Cove;;;;;;;;;;;x
PROV453;Highbank;;;;;;;;;;;x
PROV454;Highbank;;;;;;;;;;;x
PROV455;Highbank;;;;;;;;;;;x
PROV456;Highbank;;;;;;;;;;;x
PROV457;Thandol Span;;;;;;;;;;;x
PROV458;Overlook Cliffs;;;;;;;;;;;x
PROV459;Overlook Cliffs;;;;;;;;;;;x
PROV460;Overlook Cliffs;;;;;;;;;;;x
PROV461;Avalon's Coast;;;;;;;;;;;x
PROV462;Avalon's Coast;;;;;;;;;;;x
PROV463;Avalon's Coast;;;;;;;;;;;x
PROV464;Yongqi;;;;;;;;;;;x
PROV465;Amani Coast;;;;;;;;;;;x
PROV466;Amani Coast;;;;;;;;;;;x
PROV467;Amani Coast;;;;;;;;;;;x
PROV468;Amani Coast;;;;;;;;;;;x
PROV469;Azurebreeze Coast;;;;;;;;;;;x
PROV470;Azurebreeze Coast;;;;;;;;;;;x
PROV471;Tranquil Shore;;;;;;;;;;;x
PROV472;Tranquil Shore;;;;;;;;;;;x
PROV473;Shil-Qem;;;;;;;;;;;x
PROV474;Tranquil Shore;;;;;;;;;;;x
PROV475;Tranquil Shore;;;;;;;;;;;x
PROV476;Greengill Coast;;;;;;;;;;;x
PROV477;Greengill Coast;;;;;;;;;;;x
PROV478;Binan;;;;;;;;;;;x
PROV479;Greengill Coast;;;;;;;;;;;x
PROV480;Jade Carp;;;;;;;;;;;x
PROV481;Greengill Coast;;;;;;;;;;;x
PROV482;Golden Strand;;;;;;;;;;;x
PROV483;Shalandis Coast;;;;;;;;;;;x
PROV484;Shalandis Coast;;;;;;;;;;;x
PROV485;North Coast;;;;;;;;;;;x
PROV486;North Coast;;;;;;;;;;;x
PROV487;North Coast;;;;;;;;;;;x
PROV488;North Coast;;;;;;;;;;;x
PROV489;North Coast;;;;;;;;;;;x
PROV490;North Tide;;;;;;;;;;;x
PROV491;North Tide;;;;;;;;;;;x
PROV492;North Tide;;;;;;;;;;;x
PROV493;Galewatch Coast;;;;;;;;;;;x
PROV494;Galewatch Coast;;;;;;;;;;;x
PROV495;Galewatch Coast;;;;;;;;;;;x
PROV496;Duskmist Shore;;;;;;;;;;;x
PROV497;Duskmist Shore;;;;;;;;;;;x
PROV498;Baradin Bay;;;;;;;;;;;x
PROV499;Inkgill;;;;;;;;;;;x
PROV500;Hillsbrad Strand;;;;;;;;;;;x
PROV501;Hillsbrad Strand;;;;;;;;;;;x
PROV502;Waterspeak;;;;;;;;;;;x
PROV503;Drowned Reef;;;;;;;;;;;x
PROV504;Lost Fleet;;;;;;;;;;;x
PROV505;Menethil Bay;;;;;;;;;;;x
PROV506;Muskpaw;;;;;;;;;;;x
PROV507;Auburn Bluffs;;;;;;;;;;;x
PROV508;Ruqin;;;;;;;;;;;x
PROV509;Hak'shix;;;;;;;;;;;x
PROV510;Baradin Bay;;;;;;;;;;;x
PROV511;Crestfall's Coast;;;;;;;;;;;x
PROV512;Chow;;;;;;;;;;;x
PROV513;Great Sea;;;;;;;;;;;x
PROV514;Tirassian Coast;;;;;;;;;;;x
PROV515;Tirassian Coast;;;;;;;;;;;x
PROV516;Tirassian Coast;;;;;;;;;;;x
PROV517;Tirassian Coast;;;;;;;;;;;x
PROV518;Tirassian Coast;;;;;;;;;;;x
PROV519;Tirassian Coast;;;;;;;;;;;x
PROV520;Great Sea;;;;;;;;;;;x
PROV521;Great Sea;;;;;;;;;;;x
PROV522;Great Sea;;;;;;;;;;;x
PROV523;Balor's Coast;;;;;;;;;;;x
PROV524;Balor's Coast;;;;;;;;;;;x
PROV525;Balor's Coast;;;;;;;;;;;x
PROV526;Firebough;;;;;;;;;;;x
PROV527;Mogujia;;;;;;;;;;;x
PROV528;Verrall River;;;;;;;;;;;x
PROV529;Verrall River;;;;;;;;;;;x
PROV530;Verrall River;;;;;;;;;;;x
PROV531;Verrall River;;;;;;;;;;;x
PROV532;Verrall River;;;;;;;;;;;x
PROV533;Shalandis Coast;;;;;;;;;;;x
PROV534;Ordo;;;;;;;;;;;x
PROV535;August Gate;;;;;;;;;;;x
PROV536;Kun;;;;;;;;;;;x
PROV537;Bazaar;;;;;;;;;;;x
PROV538;Burlap;;;;;;;;;;;x
PROV539;One Keg;;;;;;;;;;;x
PROV540;Rur Qug;;;;;;;;;;;x
PROV541;Eastern Broketooth;;;;;;;;;;;x
PROV542;Western Broketooth;;;;;;;;;;;x
PROV543;Knucklethump;;;;;;;;;;;x
PROV544;Dooker Dome;;;;;;;;;;;x
PROV545;Kuker Hill;;;;;;;;;;;x
PROV546;Howlingwind;;;;;;;;;;;x
PROV547;Shado-Li;;;;;;;;;;;x
PROV548;Kota Peak;;;;;;;;;;;x
PROV549;Kota Hills;;;;;;;;;;;x
PROV550;Winter's Blossom;;;;;;;;;;;x
PROV551;Ox Gate;;;;;;;;;;;x
PROV552;Lushat Lan;;;;;;;;;;;x
PROV553;Ken-Thal;;;;;;;;;;;x
PROV554;Seeker's Point;;;;;;;;;;;x
PROV555;Seeker's Folly;;;;;;;;;;;x
PROV556;Neverest;;;;;;;;;;;x
PROV557;Cloudstrike;;;;;;;;;;;x
PROV558;Snowdrift;;;;;;;;;;;x
PROV559;Yojamba Isle;;;;;;;;;;;x
PROV560;Mount Kajaro;;;;;;;;;;;x
PROV561;Bilgewater;;;;;;;;;;;x
PROV562;Gallywix;;;;;;;;;;;x
PROV563;Kajamine;;;;;;;;;;;x
PROV564;Loosefeet;;;;;;;;;;;x
PROV565;Edj;;;;;;;;;;;x
PROV566;Speedway;;;;;;;;;;;x
PROV567;Voodress;;;;;;;;;;;x
PROV568;Picktweak;;;;;;;;;;;x
PROV569;Volcanoth's Isle;;;;;;;;;;;x
PROV570;Wild Isle;;;;;;;;;;;x
PROV571;Fizzspark;;;;;;;;;;;x
PROV572;Mudboot;;;;;;;;;;;x
PROV573;ќомск;;;;;;;;;;;x
PROV574;Oorzz;;;;;;;;;;;x
PROV575;Hozu-Mozu;;;;;;;;;;;x
PROV576;Banana Forest;;;;;;;;;;;x
PROV577;Vashj'ir;;;;;;;;;;;x
PROV578;Vashj'ir;;;;;;;;;;;x
PROV579;Vashj'ir;;;;;;;;;;;x
PROV580;Vashj'ir;;;;;;;;;;;x
PROV581;Vashj'ir;;;;;;;;;;;x
